pc_ts,runtime_state,robot_mode,safety_mode,speed_scaling,din_bits,dout_bits,ai0,ai1,q_0,q_1,q_2,q_3,q_4,q_5,qd_0,qd_1,qd_2,qd_3,qd_4,qd_5,tq_0,tq_1,tq_2,tq_3,tq_4,tq_5,tqd_0,tqd_1,tqd_2,tqd_3,tqd_4,tqd_5,tcp_0,tcp_1,tcp_2,tcp_3,tcp_4,tcp_5,tcps_0,tcps_1,tcps_2,tcps_3,tcps_4,tcps_5,tcpf_0,tcpf_1,tcpf_2,tcpf_3,tcpf_4,tcpf_5
1759936358,2,7,1,1,0,768,0,0,-3.11888868,-1.526790195,1.295472447,4.920692506,3.976301432,0.645333588,-1.047733545,0.022570757,-0.15346761,-0.84459877,0.482475668,0.,-3.119396309,-1.526689223,1.295517604,4.920197401,3.976552338,0.645349454,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.49999429,0.07861696,0.60487036,1.212498667,-2.390090331,0.94888636,0.149715534,-0.486655571,0.116185628,0.503825501,-0.964187108,-1.032965683,0.729944136,-1.21148606,-2.291245858,-0.021584053,-0.008467774,-0.013370672
1759936358,2,7,1,1,0,768,0,0,-3.127158229,-1.526544166,1.294236485,4.913591581,3.980180025,0.645308673,-1.048013687,0.023428846,-0.156256512,-0.84296757,0.479911119,0.,-3.12777389,-1.526512177,1.294259871,4.913477729,3.980393697,0.64534964,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.501220457,0.074775494,0.6058075,1.201749892,-2.40239754,0.948684052,0.145879896,-0.488704432,0.117805581,0.493166724,-0.968644469,-1.029433926,1.16659613,-1.166112634,-1.789756494,-0.017881764,-0.003168193,-0.0181234
1759936358,2,7,1,1,0,768,0,0,-3.135483567,-1.526377515,1.29306585,4.907048541,3.98403883,0.645345688,-1.048183084,0.022748578,-0.159114391,-0.836897314,0.477107406,0.,-3.13615147,-1.526335132,1.293002137,4.906758058,3.984235055,0.645349826,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.502345083,0.070890017,0.606702763,1.190891314,-2.414263292,0.948141417,0.141009749,-0.490622803,0.119753364,0.482141289,-0.970189648,-1.026119963,1.045011817,-0.96575861,-2.266863538,-0.022944983,-0.006122434,-0.017844415
1759936358,2,7,1,1,0,768,0,0,-3.143976752,-1.526237865,1.291850392,4.900645467,3.987879992,0.645410597,-1.048165083,0.021409707,-0.156569675,-0.84043932,0.479652494,0.,-3.144529051,-1.526158086,1.291744404,4.900038387,3.988076414,0.645350012,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.503425754,0.066906185,0.607625214,1.179726595,-2.426073758,0.947595434,0.136519632,-0.491997836,0.12004172,0.476262619,-0.976577194,-1.02240099,0.727808146,-0.967812963,-2.454122954,-0.020875285,-0.004443467,-0.010910415
1759936358,2,7,1,1,0,768,0,0,-3.152327124,-1.526024753,1.290626828,4.893910679,3.991606712,0.645353317,-1.04552722,0.02160259,-0.159032911,-0.84266746,0.481132537,0.,-3.152906631,-1.52598104,1.29048667,4.893318715,3.991917772,0.645350197,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.504518569,0.062973129,0.60856154,1.168729697,-2.437777614,0.947473896,0.132363178,-0.492136164,0.121939461,0.469329114,-0.985017515,-1.015965159,0.403009537,-1.131682404,-2.758966157,-0.025802332,-0.015004043,-0.010327366
1759936358,2,7,1,1,0,768,0,0,-3.160733287,-1.525840053,1.28942186,4.886800203,3.995430708,0.645337045,-1.048712492,0.022180142,-0.159034446,-0.840708971,0.482085735,0.,-3.161284212,-1.525803994,1.289228937,4.886599044,3.99575913,0.645350383,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.505595211,0.059006421,0.609541231,1.157516827,-2.449824355,0.947639612,0.128441056,-0.495234973,0.122081973,0.461802538,-0.9863924,-1.015196188,0.814519407,-1.131181508,-2.30143466,-0.019645688,-0.004573474,-0.017526732
1759936358,2,7,1,1,0,768,0,0,-3.16916186,-1.525602998,1.288205926,4.880106407,3.999299526,0.645389736,-1.044356942,0.02389418,-0.161061808,-0.835880101,0.482201308,0.,-3.169661792,-1.525626949,1.287971203,4.879879373,3.999600489,0.645350569,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.5066339,0.055019023,0.610458976,1.146244991,-2.46153755,0.947470597,0.124350291,-0.494552096,0.122356327,0.453467752,-0.985718216,-1.007167505,0.806044075,-1.241903062,-2.099305296,-0.01521101,-0.006539992,-0.010580567
1759936358,2,7,1,1,0,768,0,0,-3.177529637,-1.525463601,1.286933724,4.873671669,4.003188133,0.645345688,-1.047575355,0.02238318,-0.159039229,-0.833738863,0.483383775,0.,-3.178039372,-1.525449903,1.28671347,4.873159701,4.003441847,0.645350755,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.507572869,0.051053934,0.611430176,1.135134107,-2.473009646,0.947260238,0.119539544,-0.497473219,0.122492812,0.446206551,-0.986845644,-1.006662253,0.948179427,-1.113118031,-2.342857502,-0.020723594,-0.001519307,-0.01320333
1759936358,2,7,1,1,0,768,0,0,-3.185852114,-1.525309042,1.285732094,4.867158997,4.007042885,0.6453619,-1.0464499,0.021740528,-0.159735933,-0.844812095,0.480856687,0.,-3.186416953,-1.525272857,1.285455736,4.86644003,4.007283206,0.645350941,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.508489579,0.047098002,0.612374943,1.123948079,-2.484406057,0.947186895,0.115678166,-0.498477224,0.125148596,0.434606348,-1.00278766,-1.002059141,0.811591032,-1.337366635,-2.331241278,-0.020646435,-0.001722446,-0.012502074
1759936358,2,7,1,1,0,768,0,0,-3.194194857,-1.525074908,1.284442727,4.860231462,4.011048794,0.645329177,-1.043684959,0.021626022,-0.160023943,-0.846940279,0.47904101,0.,-3.194794533,-1.525095812,1.284198003,4.859720359,4.011124564,0.645351127,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.509436177,0.043129375,0.613361722,1.112707967,-2.496123368,0.94736962,0.111352228,-0.498606792,0.126385746,0.423941293,-1.008778807,-0.99563009,1.06150395,-1.051066915,-2.399733847,-0.020557468,0.001831282,-0.016621352
1759936358,2,7,1,1,0,768,0,0,-3.202525918,-1.524911468,1.283240143,4.853153962,4.014904976,0.645382464,-1.045582891,0.02253006,-0.161723614,-0.841875613,0.474515229,0.,-3.203172114,-1.524918766,1.282940269,4.853000687,4.014965922,0.645351312,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.510326983,0.039145484,0.614373313,1.101236737,-2.507810001,0.947936947,0.107096895,-0.50125798,0.127202925,0.410912245,-1.007704928,-0.994139425,1.078336564,-1.252419534,-2.159920755,-0.015361387,-0.004429254,-0.019883848
1759936358,2,7,1,1,0,768,0,0,-3.211017672,-1.524776162,1.281959836,4.846591908,4.018694401,0.64536953,-1.049269915,0.021835119,-0.160016403,-0.838609695,0.47515294,0.,-3.211549694,-1.52474172,1.281682535,4.846281016,4.018807281,0.645351498,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.511139591,0.03506691,0.615391694,1.089625346,-2.519057284,0.948248586,0.102354923,-0.504328716,0.126993924,0.402886285,-1.006893369,-0.994133562,0.966415152,-1.449719244,-2.335345276,-0.013462773,-0.002819985,-0.014634862
1759936358,2,7,1,1,0,768,0,0,-3.219376389,-1.524588798,1.280624215,4.840078565,4.02250433,0.645357609,-1.048303127,0.021012092,-0.158600658,-0.839776814,0.477004319,0.,-3.219927274,-1.524564675,1.280424802,4.839561345,4.022648639,0.645351684,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.511931402,0.031046639,0.616409313,1.078156465,-2.530163728,0.948615824,0.097732888,-0.504903135,0.127387324,0.395832615,-1.010894565,-0.989328027,1.101240389,-1.186565578,-2.574787596,-0.020322641,0.000966517,-0.019247558
1759936358,2,7,1,1,0,768,0,0,-3.227794234,-1.524482155,1.279303376,4.833477507,4.026200294,0.645345688,-1.047102332,0.021168815,-0.158734262,-0.844832718,0.480598152,0.,-3.228304855,-1.524387629,1.279167068,4.832841673,4.026489998,0.64535187,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.512657873,0.026980596,0.617482615,1.066468734,-2.541231406,0.949303954,0.093708633,-0.505207028,0.128358894,0.389976042,-1.01945665,-0.983959878,0.580597643,-1.337223072,-2.482855605,-0.021629496,-0.007580214,-0.011851683
1759936358,2,7,1,1,0,768,0,0,-3.236212317,-1.524306574,1.277983491,4.826572488,4.030008793,0.645373881,-1.046487689,0.021659482,-0.157075524,-0.840635419,0.48353219,0.,-3.236682435,-1.524210583,1.277909335,4.826122002,4.030331356,0.645352056,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.513400784,0.022909411,0.618551725,1.054672289,-2.552500778,0.950171372,0.089300981,-0.505841495,0.127342596,0.384382928,-1.016596619,-0.979141219,0.643314469,-1.075634149,-2.682786163,-0.023041559,-0.005328244,-0.013674844
1759936358,2,7,1,1,0,768,0,0,-3.244568173,-1.52406047,1.276676003,4.819641168,4.033727169,0.645332873,-1.048191786,0.021104353,-0.157998905,-0.83867228,0.484630257,0.,-3.245060016,-1.524033538,1.276651601,4.819402331,4.034172714,0.645352241,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.514139122,0.018850535,0.619592871,1.042961275,-2.563501671,0.951169287,0.084510928,-0.507750981,0.128469954,0.376482739,-1.019333094,-0.976871936,1.280173226,-1.310641346,-2.218998289,-0.019268355,0.003537914,-0.019182835
1759936358,2,7,1,1,0,768,0,0,-3.252872054,-1.523890835,1.275341336,4.81314003,4.037662029,0.645341396,-1.046363354,0.021295581,-0.157950133,-0.837522984,0.485613942,0.,-3.253437596,-1.523856492,1.275393868,4.81268266,4.038014073,0.645352427,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.514782414,0.014832205,0.620631044,1.031379046,-2.574371646,0.951760972,0.080141741,-0.507781848,0.128823376,0.368594198,-1.021077481,-0.971227924,0.950478905,-1.485060692,-1.912764334,-0.013719252,-0.003464962,-0.017669162
1759936358,2,7,1,1,0,768,0,0,-3.261218135,-1.523781532,1.274068181,4.806611563,4.041563988,0.645316303,-1.050284982,0.02214447,-0.155393958,-0.838994145,0.482436687,0.,-3.261815176,-1.523679446,1.274136134,4.805962988,4.041855431,0.645352613,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.515367205,0.010784541,0.621680122,1.019706852,-2.585137384,0.952476316,0.076280015,-0.511091218,0.128155097,0.356608885,-1.021743901,-0.971943246,0.913289617,-0.948101701,-2.66279416,-0.022055308,-0.003667408,-0.01750486
1759936358,2,7,1,1,0,768,0,0,-3.269640986,-1.523587809,1.272786919,4.799818384,4.045508862,0.645337045,-1.048478246,0.021375498,-0.153879002,-0.844130695,0.47865805,0.,-3.270192757,-1.523502401,1.272878401,4.799243317,4.04569679,0.645352799,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.515972443,0.006686254,0.622722082,1.007795227,-2.596039288,0.953393799,0.07170954,-0.511449855,0.129278384,0.343126114,-1.02850017,-0.966973241,0.796000151,-1.112622151,-2.676896384,-0.027625466,-0.006082022,-0.016290369
1759936358,2,7,1,1,0,768,0,0,-3.278077666,-1.523356759,1.271465127,4.792796719,4.049311638,0.645329177,-1.045628428,0.022169247,-0.154414028,-0.843098462,0.478340238,0.,-3.278570337,-1.523325355,1.271620667,4.792523646,4.049538148,0.645352985,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.516567819,0.002558131,0.623804455,0.995726406,-2.606886796,0.954747055,0.06741423,-0.511031452,0.129719206,0.33365891,-1.029933884,-0.960355683,0.898461927,-1.175402859,-2.546246439,-0.018673295,-0.000668032,-0.015066245
1759936358,2,7,1,1,0,768,0,0,-3.286432568,-1.523220019,1.270194832,4.785985309,4.053091049,0.645308614,-1.047625303,0.022890417,-0.15484862,-0.839293599,0.47784704,0.,-3.286947918,-1.523148309,1.270362934,4.785803974,4.053379506,0.645353171,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.517072136,-0.001529736,0.624893178,0.983765061,-2.617477204,0.956079129,0.062978811,-0.513002398,0.129832375,0.324496097,-1.028457155,-0.958717538,1.002729412,-1.006225942,-2.235920864,-0.022531253,0.003100417,-0.017881035
1759936358,2,7,1,1,0,768,0,0,-3.294770781,-1.523019106,1.26893789,4.779492098,4.056874752,0.645366311,-1.045779943,0.022806663,-0.154618874,-0.835571349,0.481119215,0.,-3.295325498,-1.522971264,1.2691052,4.779084303,4.057220865,0.645353356,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.517551781,-0.005617345,0.625911687,0.971782332,-2.627759561,0.957155439,0.058327726,-0.512622359,0.129784469,0.319028149,-1.027678011,-0.952733874,0.967546782,-1.291563644,-2.133935036,-0.016029002,-0.00222181,-0.020018606
1759936358,2,7,1,1,0,768,0,0,-3.303158108,-1.522871928,1.267732445,4.77303395,4.060806274,0.645341396,-1.047964811,0.023252061,-0.155537188,-0.841004908,0.481108248,0.,-3.303703078,-1.522794218,1.267847467,4.772364632,4.061062223,0.645353542,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.5179742,-0.009721797,0.626924601,0.959858041,-2.637999425,0.958104252,0.054294886,-0.514622935,0.131265076,0.308753602,-1.036020229,-0.951347798,1.109797729,-1.079121962,-2.494387744,-0.024772942,0.003566072,-0.016614841
1759936358,2,7,1,1,0,768,0,0,-3.311470811,-1.522703843,1.266508881,4.766139484,4.064627647,0.6453619,-1.04910624,0.022813229,-0.154131025,-0.845880508,0.48170042,0.,-3.312080659,-1.522617172,1.266589733,4.76564496,4.064903582,0.645353728,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.518392703,-0.013807461,0.62799687,0.94777441,-2.648377386,0.959680099,0.049889728,-0.515966727,0.131980003,0.299292867,-1.042357205,-0.948598079,1.21986075,-1.525053762,-2.099962618,-0.012958911,0.004508715,-0.017822337
1759936358,2,7,1,1,0,768,0,0,-3.319835965,-1.522474316,1.265286748,4.759063817,4.068537235,0.6453619,-1.043313503,0.023341972,-0.154392168,-0.838605821,0.481609046,0.,-3.320458239,-1.522440126,1.265332,4.758925289,4.06874494,0.645353914,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.518814817,-0.017926552,0.629057744,0.935602147,-2.658810016,0.961350521,0.045226827,-0.513715958,0.131687458,0.291031735,-1.037230061,-0.939054475,1.579184381,-1.099217623,-1.746315235,-0.01452636,0.005665088,-0.021260831
1759936358,2,7,1,1,0,768,0,0,-3.328260724,-1.522282169,1.264021222,4.752527683,4.072480679,0.645373821,-1.046157956,0.023846513,-0.153961241,-0.831579745,0.479717225,0.,-3.32883582,-1.522263081,1.264074266,4.752205618,4.072586298,0.6453541,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.519150853,-0.022071346,0.630100973,0.923417703,-2.668887541,0.962639842,0.040415417,-0.515998236,0.131162479,0.281182662,-1.031322876,-0.938759893,1.222115794,-1.232657026,-1.942045706,-0.015438951,0.001931756,-0.021648389
1759936358,2,7,1,1,0,768,0,0,-3.336698834,-1.522118555,1.262840573,4.746138944,4.076283455,0.645341396,-1.048053384,0.021679912,-0.154017746,-0.836003244,0.47625801,0.,-3.3372134,-1.522086035,1.262816532,4.745485946,4.076427657,0.645354286,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.519428429,-0.026235558,0.631113216,0.911213698,-2.678595832,0.963957742,0.034926976,-0.517715747,0.133633783,0.267101427,-1.03936268,-0.937940879,0.907447855,-1.05442561,-2.271435175,-0.022956041,-0.002186233,-0.018011355
1759936358,2,7,1,1,0,768,0,0,-3.345081631,-1.5219595,1.2616213,4.739462924,4.080107212,0.645378113,-1.049638629,0.021893932,-0.155180871,-0.845788658,0.478162557,0.,-3.345590981,-1.521908989,1.261558799,4.738766275,4.080269015,0.645354471,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.519683148,-0.030376381,0.632183712,0.898877544,-2.68848786,0.965679726,0.030896528,-0.519087194,0.13575892,0.257195284,-1.052265193,-0.935456041,1.237635383,-1.223995072,-2.446731472,-0.021111542,0.002095037,-0.025090832
1759936358,2,7,1,1,0,768,0,0,-3.353445117,-1.521765829,1.26042587,4.732527507,4.083868027,0.645341396,-1.046652436,0.022889039,-0.157821611,-0.847494721,0.477069378,0.,-3.353968561,-1.521731944,1.260301065,4.732046604,4.084110374,0.645354657,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.519930511,-0.034522809,0.633263364,0.88653198,-2.698311364,0.967736744,0.026736983,-0.51827226,0.137464293,0.245768113,-1.057231035,-0.929037964,1.006685456,-1.081043425,-2.402570923,-0.020305518,0.002000008,-0.020547779
1759936358,2,7,1,1,0,768,0,0,-3.361868683,-1.521546812,1.259190385,4.725523434,4.087660313,0.645370543,-1.045844316,0.023466483,-0.158503711,-0.840691924,0.481046498,0.,-3.362346141,-1.521554898,1.259043332,4.725326932,4.087951732,0.645354843,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.520152614,-0.038705567,0.634361219,0.873962253,-2.708174497,0.969936412,0.022070912,-0.518060863,0.137141014,0.241176828,-1.053348381,-0.923569145,1.516574645,-0.909027281,-2.273778363,-0.021409918,0.003862494,-0.02572009
1759936358,2,7,1,1,0,768,0,0,-3.370335166,-1.521381782,1.257998292,4.719011508,4.091433048,0.645337105,-1.044695258,0.022087639,-0.161427334,-0.836025894,0.481813312,0.,-3.370723722,-1.521377852,1.257785598,4.718607261,4.091793091,0.645355029,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.520286029,-0.042905388,0.635414255,0.861489212,-2.717574363,0.971765002,0.016455448,-0.517614091,0.139335541,0.232173163,-1.054946397,-0.918734876,1.026420388,-1.314213515,-2.086455063,-0.018133565,-5.41E-05,-0.019851011
1759936358,2,7,1,1,0,768,0,0,-3.378554646,-1.521246598,1.256791894,4.712553631,4.095236778,0.645324826,-1.046414614,0.021794626,-0.161069438,-0.840804398,0.485848159,0.,-3.379101302,-1.521200807,1.256527865,4.71188759,4.095634449,0.645355215,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.520377197,-0.046973453,0.636486561,0.849320758,-2.726872654,0.97369364,0.012090443,-0.51860017,0.140265892,0.225261327,-1.062076128,-0.915873874,1.087323637,-1.562600286,-2.286063611,-0.013065274,0.004502807,-0.020115829
1759936358,2,7,1,1,0,768,0,0,-3.386984889,-1.521077098,1.255515401,4.70576398,4.099133492,0.645381212,-1.046406388,0.022140289,-0.16066891,-0.842354,0.484824389,0.,-3.387478883,-1.521023761,1.255270131,4.705167918,4.099475807,0.6453554,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.520454117,-0.051153939,0.637614694,0.836657817,-2.736467603,0.975951986,0.007612244,-0.519083602,0.140774871,0.214158993,-1.064215775,-0.912435739,0.995178151,-1.421066047,-2.379197856,-0.020149051,-0.00289933,-0.019573234
1759936358,2,7,1,1,0,768,0,0,-3.395316188,-1.5209362,1.254306142,4.698684378,4.103140354,0.645378113,-1.046069145,0.022077899,-0.161066219,-0.836977959,0.481039584,0.,-3.395856463,-1.520846715,1.254012398,4.698448247,4.103317166,0.645355586,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.520506995,-0.055278273,0.638757721,0.824153485,-2.746156174,0.978451474,0.002514573,-0.519414484,0.141241352,0.201958099,-1.060010485,-0.909369862,1.283770775,-1.140149609,-2.233465369,-0.023190232,0.005988669,-0.018202768
1759936358,2,7,1,1,0,768,0,0,-3.403692786,-1.52070192,1.253034894,4.691928549,4.106994152,0.645373881,-1.048768759,0.021969192,-0.16225031,-0.830201328,0.477255195,0.,-3.404234043,-1.52066967,1.252754664,4.691728576,4.107158524,0.645355772,-1.047197551,0.02213071,-0.157216692,-0.839958915,0.480169801,0.0000232277865649556,0.520538477,-0.059446562,0.63985853,0.811571679,-2.755400104,0.980841638,-0.002918357,-0.521269691,0.141916694,0.189976185,-1.055147018,-0.909577834,1.125005566,-1.163846481,-2.293867617,-0.018427919,0.002317692,-0.019346382
