time,q_0,q_1,q_2,q_3,q_4,q_5,tcp_0,tcp_1,tcp_2,extra__pc_ts
0.0,-3.62158758,-1.51607986,1.22036344,4.51754157,4.20680666,0.64537811,0.507278019,-0.167206848,0.670595508,0.0
0.0,-3.629973,-1.51589987,1.21908409,4.51050298,4.2106514,0.64539403,0.506260397,-0.171286713,0.671890722,0.0
0.0,-3.63831836,-1.51573618,1.21772844,4.5038058,4.21437788,0.64534908,0.505182303,-0.17533333,0.673198035,0.0
0.0,-3.64670736,-1.51557274,1.21644909,4.49735849,4.21821022,0.64536953,0.504064906,-0.179385151,0.674434112,0.0
0.0,-3.65502149,-1.51536252,1.21515066,4.49084584,4.22208214,0.64535761,0.502947226,-0.183398545,0.675665827,0.0
0.0,-3.66335255,-1.51523659,1.21385223,4.48399036,4.22603703,0.64537805,0.501764784,-0.187387687,0.676987349,0.0
0.0,-3.67177374,-1.51502045,1.21250517,4.47696178,4.22993088,0.64536953,0.500563812,-0.191438078,0.678314949,0.0
0.0,-3.68022687,-1.51480142,1.21118099,4.47027223,4.23382282,0.64537382,0.49931402,-0.195491145,0.679589199,0.0
0.0,-3.68860299,-1.51467095,1.20989448,4.46373908,4.23761368,0.64539772,0.497995503,-0.199476778,0.680878529,0.0
0.0,-3.6968692,-1.51453559,1.2086199,4.4571592,4.2413969,0.64537382,0.496665763,-0.203398309,0.682169341,0.0
0.0,-3.70524866,-1.51431805,1.20737201,4.45021503,4.24515533,0.64537382,0.495319618,-0.207393189,0.68345571,0.0
0.0,-3.71368891,-1.51418303,1.20611316,4.44321315,4.24884272,0.64534908,0.49388182,-0.211386363,0.684805335,0.0
0.0,-3.72201664,-1.51404342,1.20478994,4.43675248,4.25280571,0.6453414,0.492436937,-0.215285541,0.686106839,0.0
0.0,-3.73042304,-1.51382573,1.20358307,4.43033473,4.25670385,0.6453653,0.490977498,-0.219242425,0.687308334,0.0
0.0,-3.73888618,-1.51369247,1.20239812,4.42358272,4.26064301,0.6453414,0.489441788,-0.223190539,0.688589815,0.0
0.0,-3.74724537,-1.51348679,1.20119364,4.41652219,4.26448059,0.64536953,0.487919358,-0.227102514,0.689891023,0.0
0.0,-3.75558406,-1.51329025,1.19990617,4.40965383,4.26831102,0.6453768,0.48635053,-0.230980771,0.691217265,0.0
0.0,-3.76396949,-1.51315213,1.19877273,4.40324656,4.27210808,0.6453653,0.484714309,-0.23485603,0.692439526,0.0
0.0,-3.77232343,-1.51295099,1.19757683,4.3967611,4.27588224,0.6453414,0.48307073,-0.238718344,0.693674317,0.0
0.0,-3.78070146,-1.51276345,1.19630462,4.38991038,4.27960396,0.6453163,0.481373169,-0.242573111,0.695008732,0.0
0.0,-3.78904301,-1.51256387,1.19508916,4.38279121,4.28345823,0.64532918,0.479670772,-0.246395541,0.696342687,0.0
0.0,-3.79740435,-1.51237785,1.19388229,4.37623469,4.28737402,0.64537382,0.477921687,-0.250199701,0.697605193,0.0
0.0,-3.80589253,-1.5122232,1.19265968,4.36978547,4.29127598,0.64534569,0.476088576,-0.25403607,0.698881449,0.0
0.0,-3.81414849,-1.51199352,1.19145328,4.36304061,4.29520607,0.64538974,0.474316925,-0.257770743,0.700151458,0.0
0.0,-3.82250149,-1.51185108,1.19020731,4.35610978,4.29902172,0.64536953,0.472437802,-0.261508848,0.701519632,0.0
0.0,-3.83088929,-1.51162606,1.18892271,4.34915607,4.30285644,0.64536953,0.470546776,-0.265269007,0.70286888,0.0
0.0,-3.83933431,-1.5114414,1.18761474,4.34248464,4.30662727,0.64535332,0.468579393,-0.269023588,0.704218157,0.0
0.0,-3.84766514,-1.51129883,1.18629486,4.33614652,4.31046343,0.64539838,0.466592912,-0.272684841,0.705551514,0.0
1.0,-3.85606462,-1.51114719,1.18502456,4.32941739,4.31433773,0.64538974,0.464566588,-0.276364498,0.7069093,1.0
1.0,-3.86452848,-1.51091011,1.18367321,4.32250135,4.31821203,0.64537382,0.462515874,-0.280078218,0.708290704,1.0
1.0,-3.87292701,-1.51072836,1.18234617,4.31568639,4.32209015,0.64537811,0.460428091,-0.283722375,0.70967806,1.0
1.0,-3.88124115,-1.51056191,1.18100769,4.30925433,4.32592821,0.64538544,0.458319163,-0.287301715,0.711031083,1.0
1.0,-3.88959557,-1.51038037,1.1797269,4.30272691,4.32982778,0.64535761,0.456182086,-0.290885889,0.712360452,1.0
1.0,-3.89801914,-1.51026173,1.17842752,4.29589669,4.33357906,0.6453653,0.453952632,-0.294461876,0.713780353,1.0
1.0,-3.9063645,-1.51005759,1.17716486,4.2887942,4.33730936,0.64534908,0.451748467,-0.298016114,0.715175979,1.0
1.0,-3.91468198,-1.5098852,1.17590648,4.28209798,4.34113312,0.64534908,0.449515105,-0.301519405,0.716530775,1.0
1.0,-3.92310268,-1.5096691,1.17467291,4.27564733,4.34493446,0.64539832,0.447235994,-0.305067441,0.717819035,1.0
1.0,-3.93156106,-1.50954144,1.17338735,4.26899259,4.34883881,0.64538544,0.444881086,-0.30856406,0.719207933,1.0
1.0,-3.9398318,-1.50936439,1.17213709,4.26207702,4.35279322,0.64535332,0.442578099,-0.311973106,0.720589047,1.0
1.0,-3.94818765,-1.50918121,1.17091686,4.2551543,4.35674381,0.64535332,0.440221606,-0.315401626,0.721954853,1.0
1.0,-3.95664555,-1.50899383,1.16970998,4.24866979,4.36061764,0.6453653,0.437798995,-0.318859636,0.723255773,1.0
1.0,-3.96500284,-1.50878823,1.16849882,4.24219148,4.364326,0.64538538,0.435369447,-0.322264077,0.724554114,1.0
1.0,-3.97334201,-1.50864871,1.16728574,4.23545043,4.3681221,0.64532852,0.432895478,-0.325602847,0.725924065,1.0
1.0,-3.9817012,-1.50851042,1.16609079,4.22837321,4.37191486,0.64538121,0.430383171,-0.328923751,0.727333125,1.0
1.0,-3.99020845,-1.5082974,1.16492254,4.22157447,4.37568998,0.6453619,0.4278216,-0.332319488,0.728652885,1.0
1.0,-3.99853951,-1.50803946,1.16370994,4.21505801,4.37960196,0.6453414,0.42531392,-0.335625241,0.729931127,1.0
1.0,-4.00688726,-1.50787126,1.16243774,4.20848195,4.38354254,0.64530438,0.422733891,-0.33886579,0.731296345,1.0
1.0,-4.0152517,-1.50773763,1.16120607,4.20173614,4.38744068,0.6453653,0.420104769,-0.342076307,0.732685042,1.0
1.0,-4.02361995,-1.50751564,1.16002494,4.19473664,4.39134169,0.64537811,0.417479881,-0.345302886,0.734037127,1.0
1.0,-4.03203017,-1.50736567,1.15872795,4.18805234,4.39507628,0.64534908,0.414762078,-0.348484979,0.73544777,1.0
1.0,-4.04034025,-1.50718398,1.15748102,4.18155639,4.39889288,0.64538538,0.412075593,-0.351616889,0.736790007,1.0
1.0,-4.04874498,-1.50700379,1.15618593,4.17496364,4.40267229,0.64535338,0.409318085,-0.354753931,0.738172389,1.0
1.0,-4.05718595,-1.50685226,1.15487272,4.16799943,4.40638781,0.64534473,0.406497624,-0.357858711,0.739631993,1.0
1.0,-4.06551701,-1.50665571,1.15361387,4.16096084,4.41025114,0.64538538,0.40372142,-0.360909707,0.741048413,1.0
1.0,-4.07386357,-1.50646678,1.15220577,4.15447728,4.41418695,0.64540625,0.400908314,-0.363922226,0.742468062,1.0
1.0,-4.08226997,-1.50635123,1.150904,4.14798658,4.41816235,0.64540195,0.398034602,-0.366906866,0.743874233,1.0
1.0,-4.09069521,-1.50616206,1.14961845,4.14123027,4.42206716,0.64538544,0.395144085,-0.369903692,0.745271334,1.0
1.0,-4.09900696,-1.5059715,1.14829475,4.1343147,4.42581701,0.64534468,0.392249596,-0.37282393,0.746711879,1.0
1.0,-4.1073559,-1.50577806,1.14695436,4.12755172,4.42962551,0.64536953,0.389321733,-0.375728436,0.748138014,1.0
1.0,-4.11579377,-1.50560246,1.14569647,4.12106149,4.43336058,0.64532858,0.386333056,-0.378647603,0.749496737,1.0
1.0,-4.12416536,-1.50552412,1.14445764,4.11454217,4.43721056,0.64538538,0.38332395,-0.381460806,0.750899935,1.0
1.0,-4.13250095,-1.50525727,1.14317733,4.10766284,4.44099045,0.64538544,0.380349509,-0.384310272,0.752274269,1.0
1.0,-4.14090425,-1.50514454,1.14194709,4.10065095,4.44491196,0.64534914,0.37728984,-0.387076733,0.75372109,1.0
1.0,-4.14931089,-1.50493901,1.1406973,4.09401433,4.44886494,0.64537382,0.374240635,-0.38986412,0.755077511,1.0
1.0,-4.1576894,-1.50482487,1.13949043,4.08748786,4.45269871,0.6453371,0.371143983,-0.39257629,0.756447863,1.0
1.0,-4.16601927,-1.50461182,1.13822729,4.08087079,4.45654821,0.64541388,0.368068747,-0.395277648,0.757806126,1.0
1.0,-4.174424,-1.50432352,1.13702232,4.07393424,4.46033049,0.64536953,0.364956993,-0.398014947,0.759139385,1.0
1.0,-4.18283993,-1.50419766,1.13588316,4.06697862,4.46405363,0.64536536,0.361767478,-0.400651192,0.760528766,1.0
1.0,-4.19115741,-1.50404304,1.13464958,4.06050555,4.46784782,0.6453619,0.358609851,-0.403231589,0.761884066,1.0
1.0,-4.19948894,-1.50384652,1.13343794,4.05394713,4.47175789,0.64536953,0.355448411,-0.405803833,0.763215989,1.0
1.0,-4.20792109,-1.50365301,1.13224251,4.04726569,4.47561455,0.64537805,0.352217452,-0.408377649,0.764558291,1.0
1.0,-4.21630603,-1.50349383,1.13099748,4.0402004,4.47955847,0.64533716,0.348971336,-0.410860069,0.765993335,1.0
1.0,-4.22463948,-1.50332721,1.12974626,4.03339021,4.48351812,0.64539409,0.345732886,-0.413301467,0.767392649,1.0
1.0,-4.23304588,-1.50317116,1.1285432,4.02692477,4.48726845,0.64542246,0.342431027,-0.415754046,0.768729348,1.0
1.0,-4.24147612,-1.50302862,1.12731821,4.02033822,4.4910965,0.64537382,0.339098486,-0.418163301,0.770098683,1.0
1.0,-4.24992401,-1.50275849,1.12597114,4.01354186,4.49486733,0.64540195,0.335753806,-0.420586794,0.771489299,1.0
1.0,-4.25822503,-1.50255753,1.12472087,4.00658195,4.49861717,0.64534575,0.332435205,-0.422898844,0.772889064,1.0
1.0,-4.26654917,-1.50234734,1.12338764,3.99991815,4.50244951,0.6453653,0.329096657,-0.425184407,0.774284047,1.0
1.0,-4.27497155,-1.5022334,1.12211925,3.99345367,4.50634575,0.64536196,0.325687547,-0.427431435,0.775669386,1.0
1.0,-4.28343517,-1.5020818,1.12082321,3.98680465,4.51031589,0.64538974,0.322253873,-0.429663075,0.777071229,1.0
1.0,-4.29168743,-1.50188063,1.11943847,3.97985045,4.51425362,0.6454224,0.318890214,-0.431791274,0.778530206,1.0
1.0,-4.30012173,-1.50172909,1.11814815,3.97281949,4.51799583,0.64538974,0.315405518,-0.433931173,0.779978737,1.0
1.0,-4.30850369,-1.50155345,1.11686308,3.96632068,4.52179956,0.64536953,0.311948631,-0.43605475,0.781340207,1.0
1.0,-4.31684643,-1.50139447,1.1155575,3.95983951,4.52554512,0.64536536,0.308481515,-0.438119376,0.782717275,1.0
1.0,-4.32518787,-1.50114828,1.11429865,3.95308749,4.52929401,0.64536953,0.305018348,-0.44019381,0.78405934,1.0
1.0,-4.33357507,-1.50103423,1.11300737,3.94614141,4.53311682,0.64540201,0.301489488,-0.442152827,0.785509344,1.0
1.0,-4.34198219,-1.50087517,1.11177046,3.93936555,4.53697968,0.64539331,0.297958167,-0.444124229,0.786884723,1.0
1.0,-4.35033709,-1.50066364,1.11049587,3.93290631,4.54098177,0.64541817,0.294463462,-0.446080154,0.788207516,1.0
1.0,-4.35866577,-1.50054649,1.10924846,3.92627875,4.54489899,0.64540201,0.290935988,-0.447935391,0.789586723,1.0
1.0,-4.36708683,-1.50031258,1.10802347,3.91948526,4.54876518,0.64538544,0.287371934,-0.449846346,0.790913794,1.0
1.0,-4.37546546,-1.5000919,1.10684616,3.9124438,4.55254221,0.64538974,0.283800046,-0.451698117,0.792254575,1.0
1.0,-4.3837691,-1.49997324,1.1055997,3.90577476,4.55640888,0.64536953,0.280238531,-0.453435772,0.793631828,1.0
1.0,-4.39224393,-1.49976322,1.10444147,3.89933173,4.56016159,0.64534914,0.276603952,-0.455270945,0.794888098,1.0
1.0,-4.40064592,-1.49961755,1.10321552,3.89266412,4.56403255,0.64542669,0.272980102,-0.456982172,0.796236587,1.0
1.0,-4.4090218,-1.49942406,1.10199625,3.88581531,4.56782293,0.64537382,0.269354898,-0.458670105,0.797577947,1.0
1.0,-4.41730351,-1.49924846,1.10080177,3.87886636,4.57169437,0.6453653,0.26576587,-0.460282429,0.798926046,1.0
1.0,-4.42573327,-1.49908944,1.09958345,3.87234275,4.57559061,0.64537686,0.26210298,-0.461906559,0.80023805,1.0
1.0,-4.43407876,-1.49890483,1.09831077,3.86586825,4.5794611,0.6454106,0.258467975,-0.463479268,0.80155472,1.0
1.0,-4.44238919,-1.49869917,1.09708101,3.85909574,4.58332729,0.64538121,0.254839854,-0.465009666,0.802874235,1.0
1.0,-4.45066375,-1.49858212,1.09584934,3.85225551,4.58692122,0.64537382,0.251176084,-0.466438088,0.804247055,1.0
1.0,-4.45885009,-1.498396,1.09463579,3.84554402,4.59059906,0.64540958,0.247567613,-0.467860916,0.805555986,1.0
1.0,-4.46702368,-1.49815455,1.09331066,3.83931653,4.59432507,0.64540958,0.243971597,-0.46928586,0.806827503,1.0
1.0,-4.47493381,-1.49796996,1.09211523,3.83303372,4.59804153,0.64537686,0.240487475,-0.470600777,0.808069623,1.0
1.0,-4.48286409,-1.49784538,1.09089786,3.82671945,4.60170746,0.64539337,0.236971258,-0.471842788,0.809354365,1.0
1.0,-4.49069757,-1.49758141,1.08967525,3.82019298,4.60541868,0.64537686,0.233515429,-0.47310007,0.810592806,1.0
1.0,-4.49841923,-1.4975244,1.08846981,3.81390206,4.60901737,0.6453653,0.230070564,-0.474188204,0.811897663,1.0
1.0,-4.50601119,-1.49736058,1.08726293,3.80811755,4.61254311,0.64535672,0.226696878,-0.475317887,0.813084279,1.0
1.0,-4.51356572,-1.49726458,1.08610469,3.80221002,4.61587763,0.6453653,0.223308797,-0.476369134,0.81429485,1.0
1.0,-4.52101595,-1.49710398,1.08493787,3.79615228,4.61915827,0.64536095,0.21996657,-0.477395568,0.815491729,1.0
1.0,-4.52837033,-1.49697316,1.08379633,3.78999011,4.62251615,0.64538908,0.216669868,-0.478348978,0.81670083,1.0
1.0,-4.53555924,-1.49677126,1.08271009,3.78395717,4.62580776,0.64539337,0.213454586,-0.479305698,0.817828758,1.0
1.0,-4.54273886,-1.4967124,1.08162719,3.77838866,4.62911463,0.64541399,0.21023165,-0.480174777,0.818969729,1.0
1.0,-4.54984111,-1.49656062,1.08052332,3.77287213,4.63244677,0.64540958,0.207055613,-0.481059092,0.820064409,1.0
1.0,-4.55687577,-1.49641215,1.07948238,3.76734178,4.63569164,0.64538121,0.203902472,-0.48191466,0.821129826,1.0
1.0,-4.56379122,-1.49623538,1.07847149,3.76179854,4.63894606,0.64537686,0.200808859,-0.482744173,0.822165294,1.0
1.0,-4.57056731,-1.49604648,1.07752306,3.75604503,4.64213371,0.64537686,0.197774543,-0.483527202,0.823186815,1.0
1.0,-4.5772596,-1.49589919,1.0765031,3.75060145,4.6451602,0.64539772,0.194759816,-0.484250214,0.824224658,1.0
1.0,-4.58390207,-1.49579546,1.07553322,3.7455055,4.64815092,0.64537686,0.19176543,-0.484950357,0.825217773,1.0
1.0,-4.59055478,-1.49565152,1.07459909,3.74039714,4.65108442,0.64536536,0.188763249,-0.485663259,0.826172586,1.0
1.0,-4.59701485,-1.49554328,1.07369262,3.73515479,4.65399837,0.64534479,0.185848179,-0.486289213,0.827145201,1.0
1.0,-4.60332472,-1.49533485,1.07277424,3.72990863,4.65688944,0.64537686,0.183010068,-0.486928415,0.828070673,1.0
1.0,-4.60961122,-1.49518969,1.07185919,3.72455899,4.65985012,0.64538908,0.1801841,-0.487491944,0.829035437,1.0
1.0,-4.61585802,-1.49509603,1.07094795,3.71962325,4.66269302,0.64538544,0.177365377,-0.488028488,0.829974669,1.0
1.0,-4.62199146,-1.49496284,1.07004959,3.71482579,4.66557503,0.64540195,0.174609454,-0.488565215,0.830869737,1.0
1.0,-4.62798912,-1.49483951,1.06911356,3.71011512,4.66839313,0.64536095,0.171912561,-0.489050464,0.831775327,1.0
1.0,-4.63384909,-1.4946605,1.06831772,3.70549504,4.67117357,0.64540958,0.169285643,-0.489572778,0.832574671,1.0
1.0,-4.63975698,-1.49460711,1.06738025,3.70076291,4.67384005,0.645401,0.16661422,-0.489956853,0.833513745,1.0
1.0,-4.64555127,-1.49446279,1.06655485,3.69607799,4.67635822,0.64537382,0.163991001,-0.490396676,0.834347139,1.0
1.0,-4.65125722,-1.49432985,1.06570369,3.69130532,4.6789937,0.64542669,0.161421786,-0.490782356,0.835205467,1.0
1.0,-4.65685302,-1.49425561,1.06490213,3.68689553,4.6814208,0.64539337,0.158886785,-0.491138133,0.836027619,1.0
1.0,-4.66232556,-1.49413657,1.06400758,3.68264691,4.68389702,0.64536095,0.156419045,-0.491478972,0.836850795,1.0
1.0,-4.66770763,-1.49400671,1.06319172,3.67841069,4.68638515,0.64540529,0.153999124,-0.491818185,0.83762838,1.0
